network,attack,fraction_removed,repeat,n_nodes,n_edges,density,mean_degree,average_clustering,n_components,giant_component_size,giant_component_fraction,global_efficiency_approx,n_spikes,mean_firing_rate_hz,active_fraction,population_rate_mean,population_rate_cv
random_geometric,degree,0.7,3,428,9207,0.10075729387817636,43.02336448598131,0.7541801210765171,1,428,1.0,0.2921216248297763,0,0.0,0.0,0.0,0.0
random_geometric,degree,0.7,4,428,9207,0.10075729387817636,43.02336448598131,0.7541801210765171,1,428,1.0,0.2940035876496742,0,0.0,0.0,0.0,0.0
random_geometric,degree,0.8,0,285,4134,0.10214974054855448,29.010526315789473,0.75889529910833,1,285,1.0,0.2871242175274597,0,0.0,0.0,0.0,0.0
random_geometric,degree,0.8,1,285,4134,0.10214974054855448,29.010526315789473,0.75889529910833,1,285,1.0,0.28551296160810363,0,0.0,0.0,0.0,0.0
random_geometric,degree,0.8,2,285,4134,0.10214974054855448,29.010526315789473,0.75889529910833,1,285,1.0,0.28722968175220087,0,0.0,0.0,0.0,0.0
random_geometric,degree,0.8,3,285,4134,0.10214974054855448,29.010526315789473,0.75889529910833,1,285,1.0,0.2870775962594479,0,0.0,0.0,0.0,0.0
random_geometric,degree,0.8,4,285,4134,0.10214974054855448,29.010526315789473,0.75889529910833,1,285,1.0,0.28488515436057704,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.0,0,1425,86583,0.0853370786516854,121.52,0.646121617878096,1,1425,1.0,0.36384234132510646,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.0,1,1425,86583,0.0853370786516854,121.52,0.646121617878096,1,1425,1.0,0.36328282587566646,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.0,2,1425,86583,0.0853370786516854,121.52,0.646121617878096,1,1425,1.0,0.3564085573831347,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.0,3,1425,86583,0.0853370786516854,121.52,0.646121617878096,1,1425,1.0,0.3642659635829415,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.0,4,1425,86583,0.0853370786516854,121.52,0.646121617878096,1,1425,1.0,0.3618864212697575,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.1,0,1283,69543,0.08456073239032445,108.40685892439595,0.659112591389393,1,1283,1.0,0.35054940197567214,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.1,1,1283,69543,0.08456073239032445,108.40685892439595,0.659112591389393,1,1283,1.0,0.34744594105154286,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.1,2,1283,69543,0.08456073239032445,108.40685892439595,0.659112591389393,1,1283,1.0,0.3489300262482986,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.1,3,1283,69543,0.08456073239032445,108.40685892439595,0.659112591389393,1,1283,1.0,0.34910539862030904,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.1,4,1283,69543,0.08456073239032445,108.40685892439595,0.659112591389393,1,1283,1.0,0.3496957058040114,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.2,0,1140,56636,0.08723564838346964,99.36140350877193,0.678097129149557,1,1140,1.0,0.33896143059180894,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.2,1,1140,56636,0.08723564838346964,99.36140350877193,0.678097129149557,1,1140,1.0,0.33698064648710807,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.2,2,1140,56636,0.08723564838346964,99.36140350877193,0.678097129149557,1,1140,1.0,0.3412695137753103,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.2,3,1140,56636,0.08723564838346964,99.36140350877193,0.678097129149557,1,1140,1.0,0.33781526540931534,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.2,4,1140,56636,0.08723564838346964,99.36140350877193,0.678097129149557,1,1140,1.0,0.3408377858602908,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.3,0,997,45501,0.09164239707073027,91.27582748244734,0.7006819030965205,1,997,1.0,0.32951226732297406,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.3,1,997,45501,0.09164239707073027,91.27582748244734,0.7006819030965205,1,997,1.0,0.32744276510774983,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.3,2,997,45501,0.09164239707073027,91.27582748244734,0.7006819030965205,1,997,1.0,0.3267336409125474,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.3,3,997,45501,0.09164239707073027,91.27582748244734,0.7006819030965205,1,997,1.0,0.32648329827214656,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.3,4,997,45501,0.09164239707073027,91.27582748244734,0.7006819030965205,1,997,1.0,0.32833419790241547,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.4,0,855,35605,0.09752523384965145,83.28654970760233,0.7218105408010161,1,855,1.0,0.3200669979738416,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.4,1,855,35605,0.09752523384965145,83.28654970760233,0.7218105408010161,1,855,1.0,0.3201404153189317,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.4,2,855,35605,0.09752523384965145,83.28654970760233,0.7218105408010161,1,855,1.0,0.32059452250824,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.4,3,855,35605,0.09752523384965145,83.28654970760233,0.7218105408010161,1,855,1.0,0.31725634270078473,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.4,4,855,35605,0.09752523384965145,83.28654970760233,0.7218105408010161,1,855,1.0,0.3214117667556627,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.5,0,713,26073,0.10271916415840648,73.13604488078542,0.7418990187039454,1,713,1.0,0.3135016413633429,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.5,1,713,26073,0.10271916415840648,73.13604488078542,0.7418990187039454,1,713,1.0,0.3122543751113375,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.5,2,713,26073,0.10271916415840648,73.13604488078542,0.7418990187039454,1,713,1.0,0.31118459347677196,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.5,3,713,26073,0.10271916415840648,73.13604488078542,0.7418990187039454,1,713,1.0,0.31136605192157474,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.5,4,713,26073,0.10271916415840648,73.13604488078542,0.7418990187039454,1,713,1.0,0.3105522003744061,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.6,0,570,17287,0.10660130114389665,60.656140350877195,0.7595845926374951,1,570,1.0,0.305423764065444,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.6,1,570,17287,0.10660130114389665,60.656140350877195,0.7595845926374951,1,570,1.0,0.3061388806467797,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.6,2,570,17287,0.10660130114389665,60.656140350877195,0.7595845926374951,1,570,1.0,0.3052155771878889,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.6,3,570,17287,0.10660130114389665,60.656140350877195,0.7595845926374951,1,570,1.0,0.30555977963161457,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.6,4,570,17287,0.10660130114389665,60.656140350877195,0.7595845926374951,1,570,1.0,0.3055025189124376,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.7,0,428,10718,0.11729300269211408,50.08411214953271,0.7908070699352926,1,428,1.0,0.3028644309437941,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.7,1,428,10718,0.11729300269211408,50.08411214953271,0.7908070699352926,1,428,1.0,0.3022240116116312,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.7,2,428,10718,0.11729300269211408,50.08411214953271,0.7908070699352926,1,428,1.0,0.3006957501580202,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.7,3,428,10718,0.11729300269211408,50.08411214953271,0.7908070699352926,1,428,1.0,0.30131692679558725,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.7,4,428,10718,0.11729300269211408,50.08411214953271,0.7908070699352926,1,428,1.0,0.3019070134263674,0,0.0,0.0,0.0,0.0
random_geometric,betweenness,0.8,0,285,5483,0.13548307388188782,38.47719298245614,0.8423998689469343,1,285,1.0,0.28336707686769524,0,0.0,0.0,0.0,0.0
