base_sigma,Gini_mean,Gini_std,mean_degree_in_mean,mean_degree_in_std,clustering_mean,clustering_std,modularity_Q_mean,modularity_Q_std,avg_shortest_path_mean,avg_shortest_path_std
0.3255102040816326,0.370874074074074,0.012949085458253486,16.7838,0.26471437437358775,0.46519815444318374,0.005437051686375752,0.71975947985544,0.01124873781282306,6.060227427427427,0.19292315178029637
0.3346938775510204,0.35609629629629624,0.029741946841463477,16.0262,0.9336866176614088,0.4630016603336581,0.005108979420997699,0.7266525399857443,0.01202409497971689,6.161569569569569,0.09798645951942614
0.3438775510204082,0.3545567901234568,0.027654784773447794,16.36578356713427,0.9032761883789928,0.4611345429705893,0.0033133312290022313,0.7203268939209226,0.013579758893589292,6.013136673254944,0.15348126320694594
0.3530612244897959,0.3519777777777777,0.015524161564727391,16.0166,0.4895352898412944,0.4612918513467831,0.0035779504435790783,0.724969623373595,0.010015305422858002,6.098578578578579,0.11521173035711675
0.3622448979591837,0.3655851851851851,0.01611843313112813,16.7882,0.7676006122978272,0.46152382178310114,0.006536623491686677,0.7147219879388412,0.02320173610383711,6.110492492492492,0.3540428132654805
0.3714285714285714,0.3706975308641975,0.02714981727586929,16.630730661322644,0.6954908626799683,0.4624927374313799,0.0026571552036634637,0.7272962428751365,0.01330330930185321,6.077015052713593,0.06055449245374616
0.3806122448979592,0.3515629629629629,0.022682270073890808,15.988,0.8578621684163483,0.45859827224837113,0.005262506476476136,0.7205305307162295,0.012190018567971318,6.035015415415415,0.1556174418322594
0.3897959183673469,0.3605777777777777,0.02156487360999291,16.5295023023023,0.28652076089334083,0.4594977968897367,0.0058272249340925505,0.7143069656359474,0.0036011062826269073,6.005080052397086,0.08308989817411072
0.3989795918367347,0.3594234567901234,0.02008478760242684,16.1002,0.5737531699258827,0.4636254859495306,0.002645369273649209,0.7350221632010168,0.018866738661071317,6.143626426426427,0.18106849612225728
0.4081632653061224,0.3641086419753086,0.03187794342393327,16.3738,1.0507188967559304,0.46088448901764156,0.003489866187494752,0.7249720864825756,0.017616775542998796,6.042966166166166,0.1960307622303743
0.4173469387755102,0.3596851851851851,0.02143464811031103,16.4148,0.7376870610224912,0.46493144038309564,0.006301083914892773,0.7259945103363099,0.018510925290347424,6.0382462462462465,0.1433530566874121
0.4265306122448979,0.36703580246913575,0.02840332957999809,16.454,0.774835143756398,0.459904768707369,0.005301379865111913,0.7153146409155092,0.013169234541622082,6.011497897897899,0.11352338533216617
0.4357142857142857,0.3562888888888888,0.02663784822551664,15.988,0.8265679040466072,0.46143524696165483,0.0027527819379891388,0.7259115730690311,0.016908665684200297,6.103616416416417,0.10533038220542885
