base_sigma,Gini_mean,Gini_std,k_in,P_k_in_mean,P_k_in_std,P_k_in_sem,k_in_mean_global,k_in_std_between_sims,k_in_sem_between_sims,n_sims
0.05,0.7436364197530864,0.014244690849613731,20,0.005777839765701637,0.0024314991778288486,0.0005436997448860154,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,21,0.006433789708692577,0.002316307190688006,0.0005179420335149949,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,22,0.0073338418559165995,0.0034401668369259744,0.0007692446901306913,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,23,0.010153492037089974,0.002904564095990945,0.0006494802763640976,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,24,0.011708825209985074,0.005060842067883904,0.0011316386887179014,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,25,0.014670004991842938,0.0059069359833457775,0.0013208310397500725,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,26,0.01522901622840428,0.006251070142380636,0.001397781777048239,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,27,0.01859443999046923,0.005432455628855398,0.0012147340070872037,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,28,0.021454764091968424,0.00795914764270549,0.0017797195172046681,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,29,0.02522858081773311,0.007839233426291413,0.0017529058832676185,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,30,0.03055325737614979,0.00928965648287963,0.0020772303383340463,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,31,0.03086136165262527,0.007791863534774298,0.0017423136535157128,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,32,0.032015524986957485,0.007983162253656894,0.0017850893474587234,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,33,0.03411692525453601,0.008881806713467178,0.0019860323574326607,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,34,0.03105640670761628,0.008534012348683891,0.0019082631732479814,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,35,0.03256906956883156,0.01129908305875051,0.002526551780278239,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,36,0.032263505877507356,0.008097844184272115,0.001810733006723378,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,37,0.032375529567466116,0.008858074984693235,0.0019807257815564485,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,38,0.030858062746407768,0.007051632894753113,0.0015767930505041583,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,39,0.026534522818159056,0.0057961830778348045,0.0012960659372072577,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,40,0.026992565728362533,0.008592326275152115,0.001921302563609769,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,41,0.022918598845819208,0.005360950903896122,0.0011987450645150669,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,42,0.022820049531579675,0.005173998979607165,0.0011569413433916169,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,43,0.01960186925361907,0.006034454829649832,0.001349345120624894,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,44,0.019555867879698437,0.007141883604007428,0.0015969737225951799,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,45,0.017042116771072105,0.0057330912737252665,0.0012819581809260549,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,46,0.016291783557287297,0.00846848346975439,0.00189361047047041,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,47,0.015429757502925443,0.005087719397873574,0.0011376486424089607,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,48,0.012569961037562055,0.0053033559172930775,0.0011858664339943071,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,49,0.011960069184859905,0.004436562239195464,0.000992045475324974,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,50,0.012112913581493856,0.005012708192643224,0.0011208756270120362,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,51,0.012263648772894995,0.0056759593076230255,0.0012691830849367726,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,52,0.010803508031720404,0.006997321650658911,0.001564648687130436,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,53,0.010302051209411248,0.006899879335292256,0.0015428599230259547,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,54,0.009998521727502643,0.005716681739646488,0.0012782888975581296,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,55,0.009343980018183545,0.004813422788096171,0.0010763140558629604,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,56,0.007182208680490585,0.003962193044518986,0.0008859732987521302,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,57,0.007586245074935457,0.004642772752064583,0.0010381555477700184,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,58,0.008489112722923351,0.004779215995317471,0.001068665184468418,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,59,0.006935416333595519,0.004469540642762277,0.0009994196705414551,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,60,0.007281261041804829,0.004547475187157036,0.0010168463644476711,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,61,0.006828740479971301,0.004535853404038152,0.0010142476547403128,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,62,0.006380611317779483,0.004724645755695074,0.0010564629079340049,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,63,0.005776141419442697,0.004231736880675185,0.000946245132808263,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,64,0.006229912779513869,0.0050969544446645525,0.0011397136616489627,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,65,0.004670546439371589,0.004208579628050946,0.0009410670137042698,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,66,0.005526189114663225,0.005002225535157824,0.001118531633539816,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,67,0.004775644472694743,0.0037049793612744034,0.0008284585707043318,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,68,0.004822920351241945,0.004127209375214741,0.0009228720720354594,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,69,0.004067729215247049,0.0031777019382104085,0.000710555754607131,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,70,0.0038166676410647596,0.004109666979023092,0.0009189494729981834,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,71,0.003567535008344293,0.0037492735465785494,0.0008383630516391361,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,72,0.0035641441017393665,0.004174488710135794,0.0009334440527169051,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,73,0.003715972360349465,0.0039063865541744975,0.0008734945881525339,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,74,0.0023092072547205066,0.0026671576684407046,0.000596394585334326,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,75,0.002260893003170286,0.002367482101469176,0.0005293850914399132,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,76,0.002410077403792955,0.002610348618283893,0.0005836916955455435,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,77,0.002059526567637569,0.0021472888239223603,0.0004801483777615973,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,78,0.0017056981239005297,0.002661773605725764,0.000595190672311753,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,79,0.0016566588088828098,0.002505860886105041,0.0005603275283488728,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,80,0.0017549902486429692,0.003061304104940368,0.0006845284078445812,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,81,0.0018096419241521295,0.002664630897381683,0.000595829582149171,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,82,0.0013558980993556731,0.0017611148527764953,0.0003937972526992778,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,83,0.0013573208089053307,0.0020720063543029923,0.00046331470580330045,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,84,0.001155708505856764,0.0021478928797865394,0.0004802834487590486,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,85,0.000603330916674134,0.0010012825220210935,0.00022389357839215954,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,86,0.0009544975966769889,0.002099586450006672,0.00046948180268523837,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,87,0.0008540920199926873,0.001639962824453986,0.0003667068356051667,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,88,0.0009053065948914727,0.0019585773921007477,0.0004379512187931532,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,89,0.001106722880555349,0.002508993732188991,0.0005610280540295486,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,90,0.00045313287162805323,0.001008298881263394,0.00022546248401419383,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,91,0.0006031328716280532,0.001150466011195713,0.00025725202068366477,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,92,0.0009044975966769888,0.001843791565630037,0.0004122843277089527,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,93,0.0009068266463744597,0.0023403066927454802,0.0005233084853176606,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,94,0.0004542473464267386,0.001410513662807835,0.00031540044332305353,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,95,0.0005554582556065136,0.0017803100897333082,0.0003980894381672428,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,96,0.0009062120274870459,0.0020929336429530267,0.0004679941898039241,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,97,0.0005039455355615475,0.0014834648530289048,0.00033171282536043653,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,98,0.0005034883982623048,0.0012890449339424625,0.0002882392098347072,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,99,0.0006549547339762314,0.001680768077389894,0.00037583116754554295,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,100,0.0006046529231110403,0.0016528369483776984,0.0003695855772295844,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,101,0.0006061192588249668,0.0020606895596080063,0.0004607841935807607,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,102,0.0007064174039711475,0.0020760325382165193,0.0004642149878953567,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,103,0.00030303277152795313,0.000989494356379125,0.0002212576644216126,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,104,0.0005049046839261813,0.0016246355952808237,0.00036327956297137583,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,105,0.0005561229245439772,0.0022625143277168495,0.0005059135836842113,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,106,0.000404251012145749,0.0015882650949699435,0.0003551468718642953,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,107,0.0004548546338761313,0.0016239667575909888,0.0003631300063173373,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,108,0.00025212000749435886,0.000792578933141694,0.00017722603720390884,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,109,0.0006060655430559063,0.00197898871275825,0.0004425153288432252,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,110,0.000706363688202087,0.002174152627409103,0.0004861553068346525,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,111,0.00030242181835955003,0.0009857489504462172,0.00022042016619468137,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,112,0.0003021163417753484,0.0011355887668614074,0.0002539253677187268,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,113,0.00030333824811215474,0.0011420849457997647,0.0002553779574887436,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,114,0.00025273096066276196,0.0009212598460827402,0.00020599996407819998,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,115,0.0005557637321907151,0.0018986922149455182,0.00042456048609678195,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,116,0.00045363272753932494,0.001478623425669326,0.000330630249292022,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,117,0.00025212000749435886,0.000792578933141694,0.00017722603720390884,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,118,0.0003018108651911469,0.0013497392218308588,0.0003018108651911469,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,119,0.00045332725095512344,0.0016154024884713378,0.00036121497752442306,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,120,0.00035272362922474115,0.0011901392810945747,0.00026612323352201986,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,121,0.0003018108651911469,0.0013497392218308588,0.0003018108651911469,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,122,0.00040271996350573077,0.0015790421195824836,0.00035308455187217847,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,123,0.00025150905432595576,0.0011247826848590492,0.0002515090543259558,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,124,0.00025150905432595576,0.0011247826848590492,0.0002515090543259558,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,125,0.0006039272069664952,0.0024729595621512663,0.0005529705686578348,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,126,0.0003524181526405396,0.0013567838766333892,0.0003033860978927947,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,127,0.00015090543259557344,0.0006748696109154294,0.00015090543259557344,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,128,0.00035211267605633805,0.0015746957588026688,0.000352112676056338,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,129,0.00025150905432595576,0.0011247826848590492,0.0002515090543259558,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,130,0.00025150905432595576,0.0011247826848590492,0.0002515090543259558,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,131,0.0003018108651911469,0.0013497392218308588,0.0003018108651911469,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,132,0.00025150905432595576,0.0011247826848590492,0.0002515090543259558,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,133,0.0003018108651911469,0.0013497392218308588,0.0003018108651911469,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,134,0.00025150905432595576,0.0011247826848590492,0.0002515090543259558,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,135,0.0003018108651911469,0.0013497392218308588,0.0003018108651911469,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,136,0.00015090543259557344,0.0006748696109154294,0.00015090543259557344,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,137,0.00025150905432595576,0.0011247826848590492,0.0002515090543259558,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,138,0.0003018108651911469,0.0013497392218308588,0.0003018108651911469,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,139,0.0003018108651911469,0.0013497392218308588,0.0003018108651911469,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,140,0.0003018108651911469,0.0013497392218308588,0.0003018108651911469,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,141,0.00025150905432595576,0.0011247826848590492,0.0002515090543259558,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,142,0.0003018108651911469,0.0013497392218308588,0.0003018108651911469,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,143,0.0002012072434607646,0.0008998261478872394,0.00020120724346076458,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,144,0.00025150905432595576,0.0011247826848590492,0.0002515090543259558,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,145,0.00015090543259557344,0.0006748696109154294,0.00015090543259557344,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,146,0.0,0.0,0.0,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,147,0.0002012072434607646,0.0008998261478872394,0.00020120724346076458,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,148,0.0002012072434607646,0.0008998261478872394,0.00020120724346076458,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,149,0.0002012072434607646,0.0008998261478872394,0.00020120724346076458,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,150,0.0003018108651911469,0.0013497392218308588,0.0003018108651911469,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,151,0.00015090543259557344,0.0006748696109154294,0.00015090543259557344,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,152,5.030181086519115e-05,0.00022495653697180985,5.0301810865191146e-05,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,153,5.030181086519115e-05,0.00022495653697180985,5.0301810865191146e-05,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,154,0.00015090543259557344,0.0006748696109154294,0.00015090543259557344,37.88093548707842,5.932683020618181,1.3265882523061039,20
0.05,0.7436364197530864,0.014244690849613731,155,5.030181086519115e-05,0.00022495653697180985,5.0301810865191146e-05,37.88093548707842,5.932683020618181,1.3265882523061039,20
