Gini,MAX_EXC_WEIGHT,mean_peak_height_weighted,error_mean_peak_height_weighted,mean_fano_factor,error_fano_factor
0.3067962962962962,2.0,0.0,0.0,,
0.3067962962962962,2.484848484848485,0.0,0.0,,
0.3067962962962962,2.9696969696969697,0.0,0.0,,
0.3067962962962962,3.4545454545454546,0.0,0.0,,
0.3067962962962962,3.939393939393939,0.0,0.0,,
0.3067962962962962,4.424242424242424,0.0,0.0,,
0.3067962962962962,4.909090909090909,0.0,0.0,,
0.3067962962962962,5.3939393939393945,0.0,0.0,,
0.3067962962962962,5.878787878787879,0.0,0.0,,
0.3067962962962962,6.363636363636363,0.0,0.0,,
0.3067962962962962,6.848484848484849,0.0,0.0,,
0.3067962962962962,7.333333333333334,0.0,0.0,,
0.3067962962962962,7.818181818181818,0.0,0.0,,
0.3067962962962962,8.303030303030303,0.0,0.0,,
0.3067962962962962,8.787878787878789,0.0322,0.0,0.0,0.0
0.3067962962962962,9.272727272727272,0.0,0.0,,
0.3067962962962962,9.757575757575758,0.0328,0.0,0.0,0.0
0.3067962962962962,10.242424242424242,0.072,0.0,0.0001899099635733102,0.0001130604610730665
0.3067962962962962,10.727272727272728,0.05740160602075323,0.003067206592799931,0.001133517464439088,0.00028282007630255366
0.3067962962962962,11.212121212121213,0.0614489628658034,0.005742905137351582,0.003280537736432043,0.000789968041467835
0.3067962962962962,11.696969696969695,0.07322636688884011,0.010459024009586359,0.008219878104028036,0.0012177455439555723
0.3067962962962962,12.181818181818182,0.10074259806783914,0.022311546256895357,0.02551185294382955,0.0021456524101914603
0.3067962962962962,12.666666666666668,0.12156829648161167,0.028253302117871828,0.03524771155704552,0.004277857055678426
0.3067962962962962,13.151515151515152,0.17776078869450243,0.04150222763066755,0.04952877469303232,0.0035026102329767605
0.3067962962962962,13.636363636363637,0.26379031236118117,0.05346905583705304,0.05511633828907536,0.0033001733546656306
0.3067962962962962,14.12121212121212,0.4075999274857078,0.06884171173122902,0.05965463530137018,0.005319800990652052
0.3067962962962962,14.606060606060606,0.5160848784578599,0.0714399374843379,0.05042131055859924,0.003319308921859549
0.3067962962962962,15.090909090909092,0.5847165033560898,0.06211699319703445,0.03746048002845509,0.007310834867954986
0.3067962962962962,15.575757575757576,0.7075272597823631,0.054021712994479366,0.026893595527605424,0.0062401083428979135
0.3067962962962962,16.060606060606062,0.7782721131700068,0.04325813303677547,0.014111532192135253,0.003031559666689447
