Gini,MAX_EXC_WEIGHT,mean_peak_height,std_peak_height
0.32153086419753074,2.0,0.0,0.0
0.32153086419753074,2.0,0.0,0.0
0.32153086419753074,2.0,0.0,0.0
0.32153086419753074,2.0,0.0,0.0
0.32153086419753074,2.0,0.0,0.0
0.32153086419753074,2.484848484848485,0.0,0.0
0.32153086419753074,2.484848484848485,0.0,0.0
0.32153086419753074,2.484848484848485,0.0,0.0
0.32153086419753074,2.484848484848485,0.0,0.0
0.32153086419753074,2.484848484848485,0.0,0.0
0.32153086419753074,2.9696969696969697,0.0,0.0
0.32153086419753074,2.9696969696969697,0.0,0.0
0.32153086419753074,2.9696969696969697,0.0,0.0
0.32153086419753074,2.9696969696969697,0.0,0.0
0.32153086419753074,2.9696969696969697,0.0,0.0
0.32153086419753074,3.4545454545454546,0.0,0.0
0.32153086419753074,3.4545454545454546,0.0,0.0
0.32153086419753074,3.4545454545454546,0.0,0.0
0.32153086419753074,3.4545454545454546,0.0,0.0
0.32153086419753074,3.4545454545454546,0.0,0.0
0.32153086419753074,3.9393939393939394,0.0,0.0
0.32153086419753074,3.9393939393939394,0.0,0.0
0.32153086419753074,3.9393939393939394,0.0,0.0
0.32153086419753074,3.9393939393939394,0.0,0.0
0.32153086419753074,3.9393939393939394,0.0,0.0
0.32153086419753074,4.424242424242424,0.0,0.0
0.32153086419753074,4.424242424242424,0.0,0.0
0.32153086419753074,4.424242424242424,0.0,0.0
0.32153086419753074,4.424242424242424,0.0,0.0
0.32153086419753074,4.424242424242424,0.0,0.0
0.32153086419753074,4.909090909090909,0.0,0.0
0.32153086419753074,4.909090909090909,0.0,0.0
0.32153086419753074,4.909090909090909,0.0,0.0
0.32153086419753074,4.909090909090909,0.0,0.0
0.32153086419753074,4.909090909090909,0.0,0.0
0.32153086419753074,5.3939393939393945,0.0,0.0
0.32153086419753074,5.3939393939393945,0.0,0.0
0.32153086419753074,5.3939393939393945,0.0,0.0
0.32153086419753074,5.3939393939393945,0.0,0.0
0.32153086419753074,5.3939393939393945,0.0,0.0
0.32153086419753074,5.878787878787879,0.0,0.0
0.32153086419753074,5.878787878787879,0.0,0.0
0.32153086419753074,5.878787878787879,0.0,0.0
0.32153086419753074,5.878787878787879,0.0,0.0
0.32153086419753074,5.878787878787879,0.0,0.0
0.32153086419753074,6.363636363636363,0.0,0.0
0.32153086419753074,6.363636363636363,0.0,0.0
0.32153086419753074,6.363636363636363,0.0,0.0
0.32153086419753074,6.363636363636363,0.0,0.0
0.32153086419753074,6.363636363636363,0.0,0.0
0.32153086419753074,6.848484848484849,0.0,0.0
0.32153086419753074,6.848484848484849,0.0,0.0
0.32153086419753074,6.848484848484849,0.0,0.0
0.32153086419753074,6.848484848484849,0.0,0.0
0.32153086419753074,6.848484848484849,0.0,0.0
0.32153086419753074,7.333333333333334,0.0,0.0
0.32153086419753074,7.333333333333334,0.0,0.0
0.32153086419753074,7.333333333333334,0.0,0.0
0.32153086419753074,7.333333333333334,0.0,0.0
0.32153086419753074,7.333333333333334,0.0,0.0
0.32153086419753074,7.818181818181818,0.0,0.0
0.32153086419753074,7.818181818181818,0.0,0.0
0.32153086419753074,7.818181818181818,0.0,0.0
0.32153086419753074,7.818181818181818,0.0,0.0
0.32153086419753074,7.818181818181818,0.0,0.0
0.32153086419753074,8.303030303030303,0.0,0.0
0.32153086419753074,8.303030303030303,0.0,0.0
0.32153086419753074,8.303030303030303,0.0,0.0
0.32153086419753074,8.303030303030303,0.0,0.0
0.32153086419753074,8.303030303030303,0.0,0.0
0.32153086419753074,8.787878787878789,0.0,0.0
0.32153086419753074,8.787878787878789,0.0,0.0
0.32153086419753074,8.787878787878789,0.0,0.0
0.32153086419753074,8.787878787878789,0.0,0.0
0.32153086419753074,8.787878787878789,0.0,0.0
0.32153086419753074,9.272727272727273,0.0,0.0
0.32153086419753074,9.272727272727273,0.0,0.0
0.32153086419753074,9.272727272727273,0.0,0.0
0.32153086419753074,9.272727272727273,0.0,0.0
0.32153086419753074,9.272727272727273,0.0,0.0
0.32153086419753074,9.757575757575758,0.0,0.0
0.32153086419753074,9.757575757575758,0.0,0.0
0.32153086419753074,9.757575757575758,0.0,0.0
0.32153086419753074,9.757575757575758,0.0,0.0
0.32153086419753074,9.757575757575758,0.0,0.0
0.32153086419753074,10.242424242424242,0.0,0.0
0.32153086419753074,10.242424242424242,0.0,0.0
0.32153086419753074,10.242424242424242,0.0,0.0
0.32153086419753074,10.242424242424242,0.052,0.0
0.32153086419753074,10.242424242424242,0.0,0.0
0.32153086419753074,10.727272727272727,0.0,0.0
0.32153086419753074,10.727272727272727,0.0,0.0
0.32153086419753074,10.727272727272727,0.059,0.0
0.32153086419753074,10.727272727272727,0.053,0.0
0.32153086419753074,10.727272727272727,0.0625,0.0045000000000000005
0.32153086419753074,11.212121212121213,0.06513333333333332,0.009952330826941441
0.32153086419753074,11.212121212121213,0.05788888888888889,0.007578396846657748
0.32153086419753074,11.212121212121213,0.064625,0.011618277626223264
0.32153086419753074,11.212121212121213,0.06471428571428571,0.013614218257965095
0.32153086419753074,11.212121212121213,0.0595,0.006726812023536854
0.32153086419753074,11.696969696969697,0.08528947368421051,0.019147499348529537
0.32153086419753074,11.696969696969697,0.09245454545454546,0.025738888051481976
0.32153086419753074,11.696969696969697,0.08436363636363636,0.019604913085241916
0.32153086419753074,11.696969696969697,0.08735294117647058,0.023569524631385355
0.32153086419753074,11.696969696969697,0.08106250000000001,0.019264503464922214
0.32153086419753074,12.181818181818182,0.10102272727272728,0.030342356111221245
0.32153086419753074,12.181818181818182,0.1268611111111111,0.025359802814009264
0.32153086419753074,12.181818181818182,0.12497297297297298,0.03107922438637633
0.32153086419753074,12.181818181818182,0.094425,0.026211531336417564
0.32153086419753074,12.181818181818182,0.14465714285714287,0.0378983172315024
0.32153086419753074,12.666666666666668,0.14195121951219514,0.04367281412543439
0.32153086419753074,12.666666666666668,0.15612195121951222,0.043227247009237364
0.32153086419753074,12.666666666666668,0.13395121951219513,0.03533253266278047
0.32153086419753074,12.666666666666668,0.16707894736842102,0.049380041556838776
0.32153086419753074,12.666666666666668,0.17237837837837836,0.041200466640857324
0.32153086419753074,13.151515151515152,0.1799047619047619,0.05437471818156176
0.32153086419753074,13.151515151515152,0.22086486486486487,0.03398263639468088
0.32153086419753074,13.151515151515152,0.22810810810810808,0.047572297062177867
0.32153086419753074,13.151515151515152,0.1974358974358974,0.0403547060591164
0.32153086419753074,13.151515151515152,0.185725,0.04304125201478228
0.32153086419753074,13.636363636363637,0.22376315789473689,0.041705379061450575
0.32153086419753074,13.636363636363637,0.24126315789473682,0.04042581523477445
0.32153086419753074,13.636363636363637,0.22397499999999998,0.04755548732796248
0.32153086419753074,13.636363636363637,0.23020000000000002,0.04142656152759966
0.32153086419753074,13.636363636363637,0.27084615384615385,0.04563092656922578
0.32153086419753074,14.121212121212121,0.27525,0.05244509033265173
0.32153086419753074,14.121212121212121,0.26130769230769235,0.047224045291026424
0.32153086419753074,14.121212121212121,0.266,0.052271971211720863
0.32153086419753074,14.121212121212121,0.26174358974358974,0.05942015454878016
0.32153086419753074,14.121212121212121,0.2973076923076924,0.040100613107502896
0.32153086419753074,14.606060606060606,0.306275,0.06659353853790922
0.32153086419753074,14.606060606060606,0.2945641025641026,0.0591641761289306
0.32153086419753074,14.606060606060606,0.30523076923076925,0.04982042704243246
0.32153086419753074,14.606060606060606,0.31051282051282053,0.056726004435569015
0.32153086419753074,14.606060606060606,0.313625,0.06388023461916839
0.32153086419753074,15.090909090909092,0.3246829268292683,0.05209346151770954
0.32153086419753074,15.090909090909092,0.32284999999999997,0.06387157035802392
0.32153086419753074,15.090909090909092,0.331,0.061905573254756305
0.32153086419753074,15.090909090909092,0.3035609756097561,0.050702888155812864
0.32153086419753074,15.090909090909092,0.29548780487804877,0.06044111100947341
0.32153086419753074,15.575757575757576,0.32976190476190476,0.05943936867727344
0.32153086419753074,15.575757575757576,0.33807317073170734,0.06153459873246898
0.32153086419753074,15.575757575757576,0.36265000000000003,0.05634871338371445
0.32153086419753074,15.575757575757576,0.33160975609756105,0.06629493526208413
0.32153086419753074,15.575757575757576,0.31248780487804884,0.0630551914464794
0.32153086419753074,16.060606060606062,0.34319047619047616,0.05425435602227982
0.32153086419753074,16.060606060606062,0.3683658536585366,0.060530079640988735
0.32153086419753074,16.060606060606062,0.359547619047619,0.06632682513452837
0.32153086419753074,16.060606060606062,0.35642857142857143,0.07320198502940271
0.32153086419753074,16.060606060606062,0.35840476190476195,0.0735744066279681
0.32153086419753074,16.545454545454547,0.38,0.07143295224661142
0.32153086419753074,16.545454545454547,0.3803809523809524,0.07376796064783538
0.32153086419753074,16.545454545454547,0.38654761904761903,0.06921471161433006
0.32153086419753074,16.545454545454547,0.3759512195121951,0.056035681672163225
0.32153086419753074,16.545454545454547,0.3974761904761904,0.06667234669680494
0.32153086419753074,17.03030303030303,0.3961162790697675,0.07416675407088065
0.32153086419753074,17.03030303030303,0.39952380952380945,0.06501327267245334
0.32153086419753074,17.03030303030303,0.3924651162790697,0.07544421898644622
0.32153086419753074,17.03030303030303,0.3712093023255814,0.06514726007179494
0.32153086419753074,17.03030303030303,0.40854761904761905,0.062030024366450914
0.32153086419753074,17.515151515151516,0.4302558139534882,0.07503707394480374
0.32153086419753074,17.515151515151516,0.4156511627906977,0.06393851833249575
0.32153086419753074,17.515151515151516,0.40590697674418613,0.060366637156276964
0.32153086419753074,17.515151515151516,0.42374418604651165,0.07545338712734269
0.32153086419753074,17.515151515151516,0.39479069767441866,0.06802925435686077
0.32153086419753074,18.0,0.4169999999999999,0.07589964134009827
0.32153086419753074,18.0,0.4348139534883721,0.06529584046510428
0.32153086419753074,18.0,0.43065909090909094,0.09737648194270107
0.32153086419753074,18.0,0.43948837209302327,0.08491346404675577
0.32153086419753074,18.0,0.43818604651162796,0.0650324626678784
0.32153086419753074,18.484848484848484,0.4420454545454545,0.08058788385851429
0.32153086419753074,18.484848484848484,0.45759090909090916,0.07268122121535502
0.32153086419753074,18.484848484848484,0.44458139534883717,0.08123873304582126
0.32153086419753074,18.484848484848484,0.4508636363636363,0.08397282864363462
0.32153086419753074,18.484848484848484,0.4695581395348838,0.0870015509954187
0.32153086419753074,18.96969696969697,0.5101162790697675,0.07906112127830331
0.32153086419753074,18.96969696969697,0.4600681818181819,0.08209373736696383
0.32153086419753074,18.96969696969697,0.4348863636363637,0.08317430107613848
0.32153086419753074,18.96969696969697,0.47168888888888877,0.07360610549018402
0.32153086419753074,18.96969696969697,0.4560681818181818,0.08411961119503171
0.32153086419753074,19.454545454545453,0.45811363636363645,0.07613481341705375
0.32153086419753074,19.454545454545453,0.49648888888888876,0.09221367028621257
0.32153086419753074,19.454545454545453,0.49472727272727274,0.08686336282721785
0.32153086419753074,19.454545454545453,0.468,0.07784541791852037
0.32153086419753074,19.454545454545453,0.49127272727272736,0.09025981780805788
0.32153086419753074,19.93939393939394,0.49639999999999995,0.08471583873947855
0.32153086419753074,19.93939393939394,0.5004318181818181,0.10003167628471783
0.32153086419753074,19.93939393939394,0.5122045454545455,0.07943252698344178
0.32153086419753074,19.93939393939394,0.47334090909090903,0.07911267660225858
0.32153086419753074,19.93939393939394,0.5143636363636364,0.0743643031754945
0.32153086419753074,20.424242424242426,0.5191111111111111,0.08196021317206219
0.32153086419753074,20.424242424242426,0.5064130434782609,0.08329193710311589
0.32153086419753074,20.424242424242426,0.488913043478261,0.0742050115754398
0.32153086419753074,20.424242424242426,0.5222391304347827,0.06429929500682174
0.32153086419753074,20.424242424242426,0.5150000000000001,0.09499122766515511
0.32153086419753074,20.90909090909091,0.5157826086956522,0.07687056117788786
0.32153086419753074,20.90909090909091,0.517,0.06936889416922305
0.32153086419753074,20.90909090909091,0.5227391304347826,0.0697870782802664
0.32153086419753074,20.90909090909091,0.5367173913043479,0.06993806671479705
